1	1.108200
2	1.110300
3	1.103600
4	1.093400
5	1.079500
6	1.018300
7	0.944600
8	0.897600
9	0.823800
10	0.760400
11	0.681000
12	0.630100
13	0.553600
14	0.496600
15	0.427000
16	0.382200
17	0.310200
18	0.257800
19	0.202000
20	0.148700
21	0.119100
22	0.079400
23	0.085900
24	0.059900
25	0.059700
26	0.052000
27	0.054500
28	0.053000
29	0.043800
30	0.050100
31	0.063500
32	0.046900
33	0.034400
34	0.039000
35	0.029400
36	0.058000
37	0.030900
38	0.030000
39	0.045700
40	0.049100
41	0.042700
42	0.037300
43	0.046800
44	0.045100
45	0.028100
46	0.035100
47	0.043900
48	0.033000
49	0.040200
50	0.039600
51	0.030200
52	0.031800
53	0.034200
54	0.034800
55	0.041700
56	0.038900
57	0.041500
58	0.033000
59	0.027300
60	0.019800
61	0.043600
62	0.030000
63	0.031900
64	0.028000
65	0.028400
66	0.042800
67	0.033700
68	0.037400
69	0.039100
70	0.040000
71	0.029100
72	0.042600
73	0.030800
74	0.038700
75	0.041500
76	0.027600
77	0.027800
78	0.031900
79	0.030400
80	0.036000
81	0.030500
82	0.032900
83	0.042800
84	0.020200
85	0.043300
86	0.036100
87	0.036200
88	0.034800
89	0.023800
90	0.028900
91	0.032800
92	0.032400
93	0.036500
94	0.045200
95	0.033900
96	0.030400
97	0.036800
98	0.022700
99	0.023700
100	0.037600
101	0.031800
102	0.028900
103	0.023700
104	0.030100
105	0.035600
106	0.031700
107	0.031700
108	0.022400
109	0.039500
110	0.025800
111	0.020800
112	0.053200
113	0.028500
114	0.029000
115	0.034100
116	0.027700
117	0.028600
118	0.034900
119	0.029100
120	0.033600
121	0.032800
122	0.036400
123	0.030100
124	0.026700
125	0.038600
126	0.038700
127	0.024500
128	0.031300
129	0.025200
130	0.025100
131	0.019300
132	0.033400
133	0.031300
134	0.031600
135	0.028000
136	0.034300
137	0.031900
138	0.037800
139	0.028600
140	0.017900
141	0.031900
142	0.039900
143	0.033700
144	0.024100
145	0.028800
146	0.031500
147	0.042900
148	0.031000
149	0.025500
150	0.018000
151	0.031200
152	0.033100
153	0.026100
154	0.031100
155	0.049200
156	0.027100
157	0.027800
158	0.033300
159	0.029400
160	0.027700
161	0.023700
162	0.034500
163	0.032500
164	0.029700
165	0.029700
166	0.033700
167	0.028600
168	0.030300
169	0.032100
170	0.029900
171	0.034300
172	0.030600
173	0.033700
174	0.042900
175	0.042600
176	0.041200
177	0.032300
178	0.032800
179	0.020100
180	0.039500
181	0.026100
182	0.028400
183	0.030400
184	0.029400
185	0.025500
186	0.021800
187	0.028700
188	0.034700
189	0.030800
190	0.029000
191	0.020400
192	0.035300
193	0.029400
194	0.025900
195	0.018700
196	0.032500
197	0.042400
198	0.024700
199	0.039400
200	0.024200
201	0.034600
202	0.024900
203	0.031300
204	0.023900
205	0.031800
206	0.024400
207	0.035900
208	0.038600
209	0.025700
210	0.021500
211	0.023800
212	0.033800
213	0.029900
214	0.024700
215	0.026300
216	0.031900
217	0.031100
218	0.031800
219	0.032500
220	0.024600
221	0.029300
222	0.025300
223	0.023900
224	0.032200
225	0.027200
226	0.037000
227	0.035300
228	0.028500
229	0.028500
230	0.032800
231	0.021400
232	0.030300
233	0.026500
234	0.028800
235	0.026500
236	0.027600
237	0.040400
238	0.028700
239	0.034100
240	0.024900
241	0.033300
242	0.024800
243	0.037200
244	0.020200
245	0.027800
246	0.028200
247	0.022500
248	0.030000
249	0.024100
250	0.022600
251	0.031100
252	0.031900
253	0.025000
254	0.030300
255	0.023100
256	0.030200
257	0.029200
258	0.018600
259	0.027200
260	0.021600
261	0.020400
262	0.027700
263	0.024200
264	0.034300
265	0.044100
266	0.025500
267	0.021100
268	0.017400
269	0.020800
270	0.037000
271	0.034800
272	0.023400
273	0.029700
274	0.026400
275	0.027000
276	0.023000
277	0.024400
278	0.028700
279	0.035000
280	0.023900
281	0.022300
282	0.033800
283	0.026500
284	0.023400
285	0.047300
286	0.028700
287	0.027200
288	0.032900
289	0.028500
290	0.035300
291	0.023200
292	0.027600
293	0.034700
294	0.027100
295	0.025700
296	0.026300
297	0.027300
298	0.025600
299	0.018000
300	0.034400
301	0.021600
302	0.026600
303	0.028700
304	0.027900
305	0.022700
306	0.026200
307	0.026900
308	0.031500
